Label,Tweet;;;
"love,""Seajaib-ajaibnya tulisan adalah mampu melipat jarak, memutar waktu, mendekatkan yang jauh, menghidupkan yang sudah mati. Membuat dua insan yang belum pernah bertatap muka bisa sedemikian dalam jatuh cinta. Kekuatan rp emang luar biasa.""";;;
"neutral,""zenwalk gnu linux 15.0-220204 diumumkan, apa saja yanga baru?""";;;
neutral,bagaimana cara menonaktifkan karyawan yg mengundurkan diri dan apa saja persyaratannya?;;;
"happy,""Ensenang Indramayu Pakdhe [USERNAME], Semoga ada pintu tol yg dekat dgn pusat kota Indramayu untuk mempermudah mengakses Tol Cipali. Indramayu dilalui tol Cipali tapi warganya sulit untuk bisa menikmati. Last but not least, aja klalen mangan Pindang Gombyang Ndas Manyung, Pakdhe. [URL]""";;;
"neutral,""jangan kesal klo dia masih bisa bawel u/ ngingetin km, justru km harusnya sedih klo dia udh ga pernah bawel dan ga pernah ngingetin km lagi.""";;;
happy,Happy anniversary 2nd.. Semoga Allah SWT senantiasa melindungi dan menjaga kita dalam menempuh setiap langkah kehidupan. Dan lekas diberi kepercayaan tuk;;;
"fear,""” aku juga mau aware ttg isu kesehatan mental, disini aku mau negasin karakter hana yg sebenernya dia bukan denial/gengsi/ ga punya hati, tapi rata2 orang yg punya trauma secara seksual lebih sulit buat jatuh cinta atau nerima diri nya jatuh cinta karna terlalu takut""";;;
sadness,sial haha daripada kamu galau we hehe kamu memang sudah dari sananya stres div;;;
anger,Buat yang teriak teriak ganti presiden...gimana pulang kampung naik kereta api...bagus kan stasiun kereta....kereta apinya juga bagus ber AC semua...coba 4 tahun yg lalu...banyak copetnyaaahh byk calonyaaahh;;;
"anger,""[USERNAME] saya coba hubungi yg di cakung dan minta di wa balik untuk tanya prosedur pembelian, sudah 5 hari sejak jumat tidak difollow up. Apakah demikian service maksindo?""";;;
"love,""dulu ak waktu sd cinta monyet-monyetan ada yg suka sm ak, aku jadiin adek kakak. yha maap""";;;
"happy,""sama aku juga gitu kak sender, kadang mikir knp ya aku ga kek temen ku yg banyak gitu suka ke dia, sedangkan aku udah mau kepala 2 belom pernah tu rasanya didekatin hehe tapi gapapa sih kan lebih baik jomblo, yok semangat jomblo sampai ketemu jodoh""";;;
"happy,""[USERNAME] Not only educated...tapi jd lah seorang isteri yg mampu menjadi, sahabat baik, kekasih dan juga isteri yg baik terhadap suami. In Shaa Allah...niat Nuhaa yg baik tu, akan dapat petunjuk dr Allah swt.""";;;
"sadness,""Kalian tidak sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana, kalian bahkan tidak mengajak mereka berkenalan. Berbeda dgn hari-hari sebelumnya. Coba pikirkan, mereka juga gugur, namun mereka menikmati perjalanan kemarin.""";;;
love,suka semua tapi closer fav banget;;;
neutral,kisah ini tidak bisa menjadi bahagia ataupun sedih;;;
happy,segerr..selamat pagi sabtu basah sabtu ceria..yuks ngeroom ..;;;
happy,Kita semua mengaturkan kesuwun yg se-tinggi2nya kpd pakjokowi n kabinet dgn kinerja yg super bnget utk kemakmuran rakyat;;;
"happy,""hey, semangat!""";;;
fear,gue takut dah jeongwoo merah;;;
happy,Sedang mencoba freeman mask yang lemon+mint. Sumpaah ini muka enak beett kek adem2 lucu gmn gtttt karna ada mint nya mungkin.......tp enak bet sih wkaka;;;
neutral,saya lebih suka otoriternya alm pak harto. harga dikontrol mafia pangan gak berkutik. migas dikontrol gak ada yg berani nimbun. preman disikat masyarakat aman tentram. sayang org2 disekelilingnya kurang baik. ada gbhn dan repelita arah pembangunan yg jelas.;;;
"anger,""kadang"""" suka bingung ama cewe yg nyari sugar daddy pengennya yang baik,tulus,pengertian giliran di apa""""in gamau ya itu bapak lu kan ada tolol kalo konteksnya sama""";;;
"anger,""Enak ya metal bong... Bobok di hotel prodeo Di pecat Mak Mega Hahahahaha Makanya jangan sok metal lo Kelar hidup lo... Terjerat OTT, PDIP Pecat Bupati Purbalingga [URL] lewat [USERNAME]""";;;
"happy,""yang saya inginkan di acara @86netmedia dari dulu, di kota ku ada tim patroli ginian. Dan sekarang kesampaian, akhirnya Polres Tuban punya Tim Macan Ronggolawe buat Patroli sudut2 [USERNAME]. Hehee terimakasih bapak2 polisi""";;;
happy,kalau ada teman abg yg murung pagi ini di pastikan dia fans mu wkkwkwkwkwkwkw;;;
anger,[USERNAME] [USERNAME] Alumni praktek dikampus atas ijin siapa? Harusnyakan minta ijin dulu krn alumnus memakai fasilitas negara tuk kepentingannya sendiri harus sepengetahuan otoritas kampus.;;;
"sadness,""lockey pasti sedih kecewa tp sebenarnya yg paling sedih adlh member"""" yg hrs kehilangan denise kita tau hubungan denita (couple) kita tau hubungan dejin (best friend) kita tau hubungn antar member (family) so lockey hrs kuat krn lockey adlh sumber semangat dri secret number""";;;
"happy,""jelek bgt sabtu mu semangat ya, jgn lupa sarapan!""";;;
"neutral,""jadi keinget,, dulu suka bgt ma ini lagu ampe ngapain aja tuh nyanyi lagu ini, mandi,makan,kerja,santai aja nyanyiin nih lagu tanpa tau videoclip aslinya.. pas buka ytb and nonton vclip nya,, auto kicep saya tapi jujur lagunya emng bagus nagih lagi""";;;
fear,bingung takut panik;;;
"sadness,""sumpah kalo inget kayak kok gua bego dah, cuma muah doang sekian detik. skrg gua menyesli itu karna mantan gua makin cakep anj""";;;
"sadness,""kusut, belum di hibur ama ayang .heh""";;;
"sadness,""main aja dr maghrib sampe subuh juga bodo amat. tp jangan lupa! setelah kosongin jadwal harus konsisten lg ngomong doang gampang ya laks, ngelakuinnya susah emang! makanya coba aja. awalnya susah, ntar juga kl udah kebiasaan ketagihan""";;;
"happy,""Mereka bergurau canda,w tepar,trs plg naik gojek ampe rmh,pantat w tepos,jauhnya bks ujung ke ujung. But, aku bersyukur msh bs ngumpul sm tmn2, bnyk pelajaran u/hari ini: 1. Bersyukur 2. Harus teliti jgn terburu2, 3. Istirahat yg cukup""";;;
sadness,Iya tau ko paham juga yang namanya perpisahan itu ga enak .. Tapi tergantung bagaimana kita menyikapinya .. Dan ga harus membenci .. apalagi sama mereka yg ga salah apa.. cukuplah dengan sikap kenakan seperti itu. Lagi.;;;
neutral,pickaw pn sepi mulu;;;
neutral,biasanya ka nambah shipping dr supplier ke wh nya saja ka tambahannya 300 won selebihnya untuk ekspedisi tax tetep sharing sm barang ku yg lain;;;
"happy,""[USERNAME] Oppa kenal yang kyungie charain ga? Tak kenal maka tak sayang, makan nya sini kenalan sama kyungie dan ngobrol sama kyungie. Pasti kita cocok, kyungie bakal lakuin terbaik sebisa kyungie kalo ke verif. Makannya oppa verif kyungie j""";;;
"love,""suka banget, tapi lebih suka crush aku.""";;;
"happy,""Setelah semaleman gabisa tidur, trs jam 3 minum obat lagi baru bisa tidur. Trs sekarang bangun tidur udah cenghar lagi aja. Alhamdulillah demamnya cuma sehari""";;;
"anger,""Jangan main2 dengan SARA. Mereka yang bermain dengan SARA apalagi mendekati tahun politik, hampir dapat di pasti ujungnya konflik. [URL]""";;;
sadness,halah paling juga gugur lawan psg. kecewa sama taktiknya;;;
neutral,dijalan sepi banget ni yang kerja tempat ku tok po;;;
"sadness,""[USERNAME] tolong kab.Bekasi dibenahi tata kelola jalan rayanya, daerah yang nota bene kecil kecelakaan yg merenggunt nyawa tetangga"""" kani setiap hari terjadi, dari jalan rusak dan proyek yg merusak jalan. [URL]""";;;
"happy,""Wah ini lucu banget desain [USERNAME] , ada yang bati dan Hello Kitty juga #GoldReinvented #AntamLogamMulia""";;;
sadness,sedih betul;;;
anger,fb gak enak banget..;;;
"happy,""eng! guys aku abis bikin poem bahasa inggris lagi hihi, pada nangkep maksudnya kah? takut ga nyampe meaningnya""";;;
anger,orang normal sarapan nya makanan lari nya ke perut lah kita pagi pagi sarapa bikin kepala kejang !!;;;
"happy,""tiba-tiba keinget, dulu pas ospek ada senior yang baik banget sama aku, sampe diajak ngobrol pake bahasanya dia, aku gak ngerti dong, ternyata dia pikir sekolah asalku dari provinsi dia padahal beda haha tapiya tetep baik sih, cuma dia agak malu aja tiap ketemu""";;;
"sadness,""kalau abis mandi trus ngaca kadang suka mikirr, gila sih muka gw mirip alien banget :(""";;;
neutral,gk sihh. biasa aja;;;
sadness,bgstt rambut berlawanan tp iya sedih soalnya nari kek ga tertarik sm chanyang huhu.;;;
"anger,""takut kok sama sky, ancem aja gajinya bunda potong bulan depan, diem pasti, keki dengernya""";;;
neutral,meski sudah tiada jasa glenn fredly dalam industri musik tanah air sangat luar biasa. karya-karya glenn fredly yang diciptakan glenn fredly sampai saat ini terus mendapatkan hati di masyarakat indonesia.;;;
"happy,""Kenapa sih akhir-akhir ini kata radikal lagi booming? Menurut saya radikalitas dalam berjuang itu perlu. Biar ngga roboh diterpa angin dan hanyut terbawa gelombang. Menjadi seperti pohon oak yang tumbuh melawan angin, kokoh dan kuat seperti semen tiga roda #recehkantwitter [URL]""";;;
happy,Terimakasih Bapak Ibu dari dinas perindustrian & pengusaha spa kalimantan selatan sudah berkunjung ke #putrikedatonspa Semoga dilain kesempatan bisa berkunjung kembali;;;
fear,ngeri bgt dah kek drama thriller psikopat;;;
love,win kalo rambutnya turun gitu cakepp banget gue paling suka;;;
"sadness,""Akhir2 ini merasa sendiri terus. Iya sih, gaada yg bisa diharapin. Masing2 punya kehidupan dan kesibukannya masing2. Sekedar utk cerita aja susah. Sahabat memang susah nyarinya. Jadi bersyukurlah yang punya sahabat dikalan happy dan susah namun mereka selalu ada disisi kita""";;;
fear,mau ketawa tapi takut;;;
neutral,tidak biasa sekali sikapmu bre;;;
happy,pgn ketawa gue klo lu emosi;;;
"sadness,""kayanya gusti allah marah sama aku:""""(""";;;
"anger,""aib? bodoh benar! sebelum kata aib itu muncul, terlebih dahulu sudah ada tindakan. yakni kekejian! jangan kau sembunyikan caramu menelaah masalah. semisal anak perempuanmu ditempeleng! apa kau juga setuju untuk dia bersikap bungkam? melapor polisi adl benar. lantas apa bedanya""";;;
"anger,""Sebuah misteri: kenapa kalau ada perempuan korban pelecehan seksual yang speak up, yang paling ganas jari/mulutnya justru banyak perempuan juga?""";;;
"sadness,""Penyakit andalan dr jaman sma ampe skrg Pinggang encok Antara salah tidur, kurang minum air putih atau sudah tnggl hitung kalender saja""";;;
"happy,""morning win win metawin semoga makin banyak solo projek, solo endorsement, series baru dan projek-projek lain yang bikin win bahagia.,""";;;
love,Membuat kita dapat secara tidak langsung menyatakan suatu perasaan yang dalam kepada seseorang. Memang cinta yang teramat sayang akan memberikan kenyamanan dan ketenangan hati. [URL];;;
"neutral,""hah iyakah masya allah, ya udh klau emng sibuk bgt gpp fokus dlu aja, wajib balik pas hari h yah ayang ditunggu kabar bahagianya""";;;
"anger,""[USERNAME] Betul betul mbah sya juga heran kok masih ada prof,kyai,dan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara""";;;
"anger,""Gue adalah cewe yg galak sama sesama cewe. Yg goblik, pake feeling gak pake otak, egois, baper lebay, semena2, gak punya empati, manja, gak pernah mau salah, gak responsible bahkan lempar tanggung jawab. Wait, sama cowo yg gt jg sih. Berarti gue emang dasarnya galak aja wqwqwq""";;;
sadness,Sedih lihat kondisi rahtawu sekarang kyk gini.... lebih suka kondisi rahtawu yang dulu sepi dan alami... . . #sekitarkudus #infosekitarkudus #kudus #riprahtawu [USERNAME] [URL];;;
happy,enak selimutan sambil pake guling;;;
anger,ini rcpc ga ada kabar comeback? lim sudah waktunya tolol;;;
neutral,what a shame bro santai santai ye jangan marah marah jangan cari pulakaku sayang hg;;;
neutral,yuu semangat mekipun ga keluar air susunya;;;
happy,semangat menambah;;;
sadness,huhu pirii kmu hebatt kerenn kerja bagus untuk mv nyaa jaga kesehatan yaa pirii sedih bgt ah gpunya akun twt luu:(;;;
anger,[USERNAME] kenapa ya...slalu z obat yg urgent di hapus bpjs?ada penggantinyakah???klo ada sihh gpp...jgn kr alasan rugi terus abat2yg diperlukan diHAPUS.;;;
"sadness,""Wah gila sih, ini lokasinya mirip2 selly oal & dixy, persis pula di pengkolan jalan. Sayang dulu ga ada mas2 british kaya gini. Klo ada, mgkn w seringnya nongkrong di dixy bukan di perpus""";;;
anger,goblok mah goblok sendiri aja buibu.. tetangga di gresik kmaren gini semua. miris. punya komunitas bego nan tolol itu hal tergaenak yg pernah gua alami 3 tahunan disana.;;;
"anger,""dari 15 match competitive, yg menang cuma 4, tolol mending uninstall lagi aja udah, emang gk berbakat""";;;
"fear,""Hehe kak, aku nih diajakin nonton sabrina aja ngeri setengah modyar! Dibioskop cuma merem sambil tutup telinga.""";;;
"fear,""Do'akan Anik lulus tes besok di surabaya ya bu. Jujur kalau harus ngisi materi di forum, terutama seharusnya yg menyampaikan selevel dokter aku jadi bener2 takut. Takut salah maksudnya.""";;;
neutral,kegagalan pasti ada tetap semangat jangan putus asa elangga;;;
"anger,""yg fungsinya ngawasin roda pemerintahan aja baru kaget belakangan. pdhal rakyat udh pd tereak2 kapan hari. dahlah.., semakin miris dan makin acakadut aja negeri ini.""";;;
"happy,""Alhamdulillah Kembali ke kota pahlawan dlm rangka mendampingi teman2 peserta diklat , Smg mndapatkan inspirasi yg trbaik sbg bekal fase kediklatan berikutnya....""";;;
"anger,""Itu buat siapapun, yg sering bilang kalo nggak mau kena """" sexual harassment """" jangan pakai baju sexy, pakai bikini dsb ! Please kita pake bikini ya sesuai tempat kok, toh ada juga yg pakai niqab, pakai seragam sekolah, pakai baju kantor dsb juga jadi korban""";;;
fear,korea pelapis ama utama ga keliatan beda saking gk keliatan sepak terjang pemain utamany di mens tapi takut aj kejutan racikan gado2ny sih suka surprise;;;
love,Aku dan kamu bagaikan antara ada dan tiada karna semakin dekat rasa sayang ini semakin pula rasa kangen bila jauh dari kamu rasanya ingin bertemu setiap hari.;;;
neutral,gapapa reyon marah lucu//lha siap *lary ke dapur;;;
"love,""kata-kata indah cinta: satu hal yang tak aku suka tentang cinta: semakin aku menyangkalnya, semakin dia membuatku jatuh cinta. betul?""";;;
"happy,""pagii, ngga nih cerah disinii""";;;
neutral,morning ninyan! awak jangan ikut murung jugak okay?;;;
"sadness,""denisee huhu pagi pagi sedih, liat polaroidnya jd kangen jaman who dis sama got that boom""";;;
anger,karna kucing gua itu belum di steril jadinya dia cari kucing jalanan biar sama dia dikawinin karna kucing gua ini jantan akhirnya karna kucing gua suka main ke teras tetangga ini dan katanya suka berak sembarangan sama berisik jadinya tetangga ini marah bgt;;;
"love,""Saat kecil,mobil blm bisa smp rmh, hanya di ujung gang. Saat pulang malam dr luar kota dan aku ketiduran, ayah sering tak membangunkanku tp menggendongku sampai rmh..bahkan smp aku SD :(""";;;
"happy,""Kerja kantoran di Malang itu rejeki. Jadi seksi sibuk utk temen-temen yg mudik ke Malang, setaun ga mesti bs pulang sekali itu rejeki. Rejeki yg susah dinilai pake nominal gaji segede apapun.. Alhamdulillah.""";;;
happy,udh solo stan masih aja dukungnya stengah stengah wkwk apa rasanya faves kalian lebih sayang sama member yang kalian ga suka?? lol wkwkwk;;;
happy,semoga keterima ya semangat!;;;
happy,Puncak spiritual seseorang adalah ketika Orang tersebut diberi perasaan malu dihadapan Allah SWT. Orang yang beruntung adalah Orang yang tahu ukurannya sendiri. @ Balikpapan [URL];;;
"anger,""[USERNAME] [USERNAME] Mustinya di biarin aja itu bom, pas loe tidur lg rapat aja meledaknya, jd kan gak kerasa ya bro, tau2 udah di alam laen &amp""";;;
"happy,"" Anak laki gw care banget, dia merhatiin bgt apa yg gw pake. Kapan2 gw ceritain soal Tuyul, ujug2 dia nanya soal Tuyul\""";;;
"anger,""Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.""";;;
"anger,""Ya emang , selangkangan sm otak situ aja yg ngeress Ada juga yg katanya habib , imam dsb juga ngelakuin chat sex dsb Identitas agama tidak menjamin kamu tidak menyukai sex , catcalling dsb, meski udah menikah yg melakukan penyimpangan sex jg banyak ( selingkuh )""";;;
"happy,""semoga husnul khotimah, Do'a untuk saudara kita """"Ali Banat"""" dan saudari kita """"Razan An-Najjar"""" dalam memperjuangkan Agama Allah. Surga menanti  #FreePalestine #DeenAssalam""";;;
"fear,""Jam 9 malem, sebioskop cuma berdua doank, pas lampu-lampu mulai dimatiin eee ujuk-ujuk teaser coming soon-nya film horor Ketika Iblis Menjemput. Laaahhh... Ya jadi deg-deg serrr!!!""";;;
fear,jdndhdjh jujur yaa ak suka covernya tp takut bgt bacanya makanya ga beli;;;
fear,klo claimnya independent women aku khawatir si;;;
anger,lebih baik saya diam daripada saya berbicara namun tak pernah didengar;;;
happy,Next ke kehidupan keluarga Ario Bayu aka komandan Tim Alpha yg ganteng berkacamata hitam dan viral di medsos itu. Ya keluarga yg cukup bahagia with a little daddy girl.;;;
"sadness,""Ikhlas yaa?? """"Iyaa buk"""" jawaban itu yang keluar dari mulut kami pada saat itu. Walau samar, namun masih terdengar. Kami kembali ke kamar kami untuk kemudian diam dalam pikiran masing-masing.""";;;
"fear,""gue yg pagi2 mau naroh baju ke cucian dan liat kepala bayi nongol dr pintu gudang (ini keknya gue ngelantur, abisnya gue takut bgt waktu itu)""";;;
"fear,""kaget, kirain ada yang baru lagi""";;;
"fear,""Mendengar ada suara aneh disekitarnya. Jek merinding. """"tadi ada yg ngomong tidak yaa??"""" """;;;
"happy,""Kita berteman beda genarasi. Asiknya kita yang tua berasa jadi muda, dan mereka yg muda belajar membahas hal-hal serius dalam masa depan. Kita berteman se asik #HonorIndonesia meskipun kadang harus mrnghadapi sifat kekanak-kanakan mereka. [URL]""";;;
love,aku dulu tertarik banget sama benda-benda dilangit. kalau ada pelajaran ipa tentang tata surya pasti selalu semangat. sampai nggak rela kalau jam pelajarannya habis. t __ t oh iya dulu juga aku mau jadi mermaid simply karna aku suka air..;;;
anger,[USERNAME] kamprettt slain otak kriting otak jungkir balik yg sll koar2 tdk konsisten dgn perjuangan dr thn 2015 capres n cawapresny prabocor gatot n prabocor tgb skrg mn nol besar 2018 koar2 lg ganti plesinden hedeh kamplettt begok napsu aj lo;;;
happy,haii hai ikut po md photopack di mirfa yuk dom tangerang bookslot cuma 50k bisa dicicil santai! ^^;;;
"neutral,""antum makin tampak bodoh sih ? banyak sumber yg dpt digunakan sebagai bahan perbandingan utk memperoleh informasi yg benar, bukan hanya lewat nuonline, seperti yg saya jelaskan diatas. jangan malas mencari atau browsing utk mendptkan informasi yg benar.""";;;
"happy,""Saya sangat setuju dengan mendukung apapun yang diputuskan Pak Bupati Kutim untuk pemperjelas batas desa kecamatan dan perijinan lokasi perusahaan baik tata peruntukannya demi meningkatkan perekonomian, kesehatan supaya tenang dan selalu aman.. [URL]""";;;
"happy,""siipp kak, kalo gitu bisa ikutin semua s&k giveaway yg ada di caption postingannya ya. semangat terus! :) ^mc""";;;
happy,yukk semangat ngeba;;;
love,suka tapi ga ampe over juga;;;
"anger,""Kok gak tertarik? Pdhal enak loh gajinya besar, dpt tunjangan, uang pensiun dll. Kok munafik sih? Ahh bego lu jdi orang. Terus mau jadi apa dong??""";;;
"fear,""/rlt/ kenapa ya gue kalo ga sengaja kontak mata sama orang (cowo) asing yang ngeliatin gue mulu, langsung gue sinisin, muka jutek, sebenarnya takut diliatin gitu. gue di cap cewe sombong ga sih?:(""";;;
"love,""awalnya mas firman suka masak ini karena suka nonton masterchef australia season 2 pada 2010, nah mulai dari situlah benih-benih cinta terhadap masakan mulai muncul. untuk chef favorit atau panutannya sendiri ada gordon ramsey, sebastian fitarau dan marion grasby.""";;;
sadness,[USERNAME] aku tadinya gamau baca sebelum beres skripsi wkwk padahal pas bedah buku catatan juang aku dateng. udah fix banget ini semhas habis libur lebaran huhu pasti itu sudah waktu yg tepat;;;
"love,""gua suka banget di organisasi yang sekarang, karena orang2nya kalo ngasih kritik pasti membangun dan penggunaan bahasanya pun dipilih seenak mungkin, kek walaupun halus tp tetep menohok si. tapi bener2 bikin gue strive for prefection""";;;
"anger,""bahkan ada dari tweet yang maksudnya supportive. parahnya tuh nggak dibarengi dengan nanya baik-baik atau diskusi, tapi langsung ngegas. bener-bener jadi ruang marah-marah aja""";;;
"sadness,""padahal w udh chat dia, save nomor w. dan w ganti nomor wa pas di hari ultah w. bener bener sedih, dll. dan tadi bisa 1 ruangan ujian it 1 jam kurang, karna udh campur aduk salting w keluar duluan""";;;
neutral,balas dendam terbaik adalah dengan cara menjadikan dirimu lebih baik;;;
"sadness,""mimpi zombie, trus drama banget lah sedih gitu. akhirnya gja kegigit dan jadi zombie tapi zombie yang sadar gitu bisa ngendaliin diri. trus ada anak svt lupa siapa""";;;
"happy,""Hari ini aku begitu menikmati sendiriku dengan maraton drakor. Dan """"about time"""" ini mengajariku gimana caranya di sisa hidup kalian bisa menghargai bagian bagian terkecil yang sering kalian tidak sadari telah kalian acuhkan. Orang yang kalian sayang contohnya :)""";;;
sadness,lama lama gw sedih beneran njir liat emyu:(;;;
happy,bubar bubar ini anaknya pada senewen lihat draw yang gue kasih langsung kaget kwwkw;;;
anger,iya kamu orangnya egois;;;
"fear,""[BB] maap oot, kmrn malem di chat aku berantem sm pacar trs aku bilang udahan aja sambil maki2 gitu trs dia balesnya doang sampe skrg dia ga ngechat aku jg engga, menurut kalian udh putus belom sih? makasi""";;;
"anger,""sebenarnya faedah Ondel2 itu apa ya ? Dateng cuman nyari sumbangan... ngibur orang juga kagak Ya... bener juga, sering w liatin pake tatapan kosong. Sebenarnya faedah ondel2 keliling buat apa ? Cuman sekedar bang... misi numpang lewat Udah, gitu aja?""";;;
"sadness,""ya allah baru bangun denger kabar denise :"""")""";;;
"anger,""Otomatis lahh gue marah, gue jelasin juga ke temen gue kalau gue gak ada sedikitpun niat buat ngerebut pacar temen gue sendiri. Keak gak ada cowo lain aja, hih.""";;;
love,kayaknya paraga suka banget ngajak wgl akun chaewon ya.. awas aja kalau di prank lagi:);;;
"love,""[USERNAME] tidak terasa, sudah seminggu yang lalu berjumpa. sejak pertemuan pertama kita, aku semakin cinta terhadap masing-masing member. kini aku selalu terbayang-bayang dengan kehadiran sosok kalian setiap mendengar lagu kalian.""";;;
"happy,""paling suka sih sama line guardiannya yg terakhir kali, seinget gue yg di versi thai guardiannya juga bilang gitu """"after all, life is a merely long-term homestay"""" itu bener bener kayak, astaga.. mixed feelings banget pas denger itu""";;;
happy,seru banget kadang suka rewatch wkwk 8.5/10;;;
"happy,""haloo cici, gua gapapa kok hehe, siapp cici juga semangat yaa jangan lupa makan dan minum jugaa""";;;
happy,semangat menjemput rejeki coy;;;
"neutral,""bener ya ilmu padi, semakin berisi semakin merunduk. makin kesini, makin dewasa, makin tau banyak hal, sekalinya emosi yang dulunya diluapin sekarang pilih buat diem. ngga suka sama orang, diem. kesel, diem. diem mulu idup gue""";;;
love,Dari matamu matamu ku mulai jatuh cinta;;;
sadness,Hal terbege selama seminggu ini adalah. Aku sudah menghidupkan alarm di jam weker dan jam hp namun aku hanya bangun untuk mematikannya lalu tidur kembali dan berujung bangun kesiangan. Oke syap;;;
happy,10/10 seru bnget. bkin emosi;;;
"happy,""pagi dunia, hari ini aku gak boleh sedih harus semangats""";;;
"happy,""semoga hasilnya negatif ya kak sha,semangat!!""";;;
"love,""bukan cuma itu kita sering ngobrol , """"nge-Receh"""" bareng, buat Riddle, main tatap2an, ngerjain PR di kelas bareng, tuker pikiran, dan gua pun tau sisi gelapnya dia. it's feel's lyk i found the other side of him self. beda dari dia yang gua kenal dulu.""";;;
"fear,""Ngasih tehaer ke keponakan. Baju dua biji celana sebiji koko sestel sama jaket sebiji udah lebih setengah juta. Pesan: kalo lo belum sanggup secara finansial, pikirin lagi punya anaknya.""";;;
"love,""Bulan purnama jika ada pasangan yang saling membenci dan atau saling mencintai pada saat bulan purnama bersinar dan mereka di bawahnya, maka mereka akan menjadi pasangan sejati yang akan menjadi pasangan paling tersohor sealam jagad raya""";;;
"anger,""Sebenarnya admin twitter [USERNAME] brp ribu orang si, no resi ditny berulangkali!! Tu alamat paket dan struk beda ama yg di input pas tracking, alias paket nyasar!!!""";;;
neutral,kalau begitu mendingan golput aja ngapain pilih wakil2 rakyat percuma saja;;;
"love,""Persahabatan kami selalu indah Jika salah saling mengingatkan , jika benar selalu di dukung, namun bila salah satu jatuh kami saling menertawakan""";;;
"neutral,""semuanya udah diatur kan pasti, tinggal nunggu kabar baiknya""";;;
sadness,gw kayak orgil ngulang2in child sampe nangis apaansi:( gue sedih bgt liriknya anjengg;;;
love,Keren banget sumpah gua Mau nangis sangkin kerennya gua makin sayang banget sama kalian jangan lupa streaming Aroha;;;
"anger,""tolol, namanya adek ga harus anak kecil. adek ya, yang posisi lahirnya setelah kakak, mau jecil atau gede ga ada urusan.. dongo""";;;
fear,takut lah tgk draw gp b ni ya allah;;;
happy,all the best buat women's team dan men's team ina takut dikit tapi saatnya pelapis kita menggali pengalaman dan melatih mental. fighting!!;;;
"sadness,""[USERNAME] peng aku stalk akun twitternya juned dan memori SMA benar2 kyk otomatically re-play in my brain.... kangen kalian kangen [USERNAME] dan isinya, kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak""";;;
"happy,""Alhamdullilah 3 point tandang, terima kasih [USERNAME] sehat terus [USERNAME] nuhun badag buat semua pendukung maung bandung resfect buat [USERNAME] #PersibDay""";;;
happy,aamiin. aku udah seminggu lebih sepi huhu tapi gpp semangatt!!;;;
"fear,""[USERNAME] Aku gak salah bila mohon pd [USERNAME], segera Perintahkan MENKES utk menambah Ruangan Khusus """"Sakit Jiwa"""" pd stiap Rmh Sakit. Sbab, tdk menutup kemungkinan, USAI PILPRES, stiap Rmh Sakit akan dibanjiri Pasien """"Sakit Jiwa"""". Tanda2 kearah sana it""";;;
happy,ya allah exol makin banyak. seneng banget deh rasanya. even mereka hiatus pun masih banyak yang suka;;;
happy,kalau bubur kaya gini nggak diaduk enak banget plis;;;
"anger,""Beuh KRL JKT -CIKARANG mah jangan ditanya lagi penuhnya. Sesak bro Petugas kemana? Penuh sesak gitumah ga bisa jalan kesana-kemari atuh petugasnya lapor gimana? Klo da pelecehan hajar ja ditempat ja pelakunya, biikin rame dulu.""";;;
sadness,ayahku di alam kubur kayanya malu juga anaknya jadi wibu begini;;;
fear,kakak jd malu tau :(;;;
"anger,""Hati-hati jika belanja di [USERNAME] barang tidak dikirim,uang tidak kembali""";;;
neutral,aku benci menganggap enteng apapun tugas yang diberikan. -gildarts;;;
"love,""Penutup thread ini adalah, saya mohon kamu selalu inget. Saya sayang kamu. Ilysm to the moon and never back, thanks for everything.. Saranghae [USERNAME]""";;;
"happy,""[USERNAME] [USERNAME] [USERNAME] Terima kasih sudah tertawa semoga menjadi amal soleh dibulan mulia, bisa membuat sesama hambaNya ketawa bahagia""";;;
"anger,""Fadli zon yakin, """"pada dasarnya tak ada bibit-bibit teroris di Indonesia"""". Yang ada adalah kelompok ngaceng kekuasaan yang selalu jualan ***ga""";;;
love,Menurutmu apakah ketika seseorang selalu muncul dipikiran kita dan selalu terbayang dipikiran kita serta selalu kita bicarakan dan tulis dibuku diary adalah seseorang yang sudah membuat kita jatuh cinta? iyaaa bisa jadi [URL];;;
sadness,sedih betul jadi penyokong manu pagi ni;;;
"love,""hari ke 17, selamat pagi safiya, semangat terus ya nak, pagi ini ayah ga kesiangan, nunggu dokter idham dateng, nanti ibu dateng juga ya, semoga kita bisa ketemu semoga ada kabar baik hari ini ya sayang aamiin""";;;
anger,tidak-ada bedanya parah;;;
